timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1524176694932,310,/api/runs?job_uid=3c505c21-d9a8-4d18-b5fd-95fcf7a1454a,200,OK,EventKit User 1-31,text,true,,7128,534,8,8,310,0,11
1524176696936,297,/api/runs?job_uid=4d41c422-f519-4b68-ab8c-33defd63aedf,200,OK,EventKit User 1-20,text,true,,7124,534,8,8,296,0,11
1524176699901,359,/api/runs?job_uid=22e8edbf-4c30-441b-ad7d-5b7450c46bc0,200,OK,EventKit User 1-41,text,true,,7125,534,8,8,359,0,23
1524176700347,433,/api/runs?job_uid=ba642279-6eeb-4087-90e8-2c4fb5768dd3,200,OK,EventKit User 1-23,text,true,,7130,534,8,8,432,0,7
1524176700439,505,/api/runs?job_uid=9c9f362e-f641-4ec8-a582-d1221548dda4,200,OK,EventKit User 1-34,text,true,,7126,534,8,8,504,0,8
1524176700632,417,/api/runs?job_uid=b9e04335-8687-4ca0-8d3f-3875548d85a1,200,OK,EventKit User 1-8,text,true,,7515,534,8,8,416,0,8
1524176702884,346,/api/runs?job_uid=a972c324-c018-4ef9-82f6-2d0d141feb15,200,OK,EventKit User 1-15,text,true,,7128,534,8,8,345,0,8
1524176704819,373,/api/runs?job_uid=731747e6-009e-46f3-8b92-734f7c2ebce3,200,OK,EventKit User 1-40,text,true,,7130,534,8,8,373,0,13
1524176706252,359,/api/runs?job_uid=3c505c21-d9a8-4d18-b5fd-95fcf7a1454a,200,OK,EventKit User 1-31,text,true,,7128,534,8,8,358,0,9
1524176708243,414,/api/runs?job_uid=4d41c422-f519-4b68-ab8c-33defd63aedf,200,OK,EventKit User 1-20,text,true,,7128,534,8,8,414,0,17
1524176711272,522,/api/runs?job_uid=22e8edbf-4c30-441b-ad7d-5b7450c46bc0,200,OK,EventKit User 1-41,text,true,,7125,534,8,8,522,0,9
1524176711792,558,/api/runs?job_uid=ba642279-6eeb-4087-90e8-2c4fb5768dd3,200,OK,EventKit User 1-23,text,true,,7128,534,8,8,557,0,10
